Country,Region,HappinessRank_2016,HappinessScore_2016,Economy_2016,Family_2016,Health_2016,Freedom_2016,Trust_2016,Generosity_2016,HappinessRank_2015,HappinessScore_2015,Economy_2015,Family_2015,Health_2015,Freedom_2015,Trust_2015,Generosity_2015,HappinessRank_2017,HappinessScore_2017,Economy_2017,Family_2017,Health_2017,Freedom_2017,Generosity_2017,Trust_2017,HappinessRank_2018,HappinessScore_2018,Economy_2018,Family_2018,Health_2018,Freedom_2018,Generosity_2018,HappinessRank_2019,HappinessScore_2019,Economy_2019,Family_2019,Health_2019,Freedom_2019,Generosity_2019,HappinessRank_2020,HappinessScore_2020,Economy_2020,Family_2020,Health_2020,Freedom_2020,Generosity_2020,HappinessRank_2021,HappinessScore_2021,Economy_2021,Family_2021,Health_2021,Freedom_2021,Generosity_2021,HappinessRank_2022,HappinessScore_2022,Economy_2022,Family_2022,Health_2022,Freedom_2022,Generosity_2022
Gambia,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4.516,0.308,0.939,0.428,0.382,0.269,113,4.750599861,0.732181454,0.6931687,0.724052582,0.733163178,0.343198717,98,5.051,0.7686,0.69,0.5516,0.697,0.424,93,5.164,0.785,0.621,0.369,0.369,0.369
Georgia,Central and Eastern Europe,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,125,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.054008815,0.251666635,128,4.34,0.853,0.592,0.643,0.375,0.038,119,4.519,0.886,0.666,0.752,0.346,0.043,117,4.672599792,0.922610092,0.629033029,0.648089447,0.801641524,-0.22892037,108,4.891,0.9585,0.671,0.643,0.783,-0.238,105,4.973,1.467,0.612,0.595,0.595,0.595
Germany,Western Europe,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,26,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,16,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.33626917,0.276731938,15,6.965,1.34,1.474,0.861,0.586,0.273,17,6.985,1.373,1.454,0.987,0.495,0.261,17,7.075799942,1.07328186,0.898874462,0.544678001,0.867371082,0.080179386,13,7.155,1.0873,0.903,0.725,0.875,0.011,14,7.034,1.924,1.088,0.776,0.776,0.776
Ghana,Sub-Saharan Africa,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,131,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.256923944,0.02533637,108,4.657,0.592,0.896,0.337,0.499,0.212,98,4.996,0.611,0.868,0.486,0.381,0.245,91,5.147999763,0.835064507,0.728601098,0.555986252,0.794796526,0.094170853,95,5.088,0.858,0.727,0.57586,0.807,0.123,111,4.872,1.112,0.595,0.409,0.409,0.409
Greece,Western Europe,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0,87,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,79,5.358,1.154,1.202,0.879,0.131,0,82,5.287,1.181,1.156,0.999,0.067,0,77,5.514999866,1.013232613,0.814380348,0.671987686,0.541345119,-0.300907373,68,5.723,1.0279,0.823,0.726,0.582,-0.288,58,5.948,1.703,0.98,0.774,0.774,0.774
Guatemala,Latin America and Caribbean,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,29,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,30,6.382,0.781,1.268,0.608,0.604,0.179,27,6.436,0.8,1.269,0.746,0.535,0.175,29,6.398900032,0.892480564,0.816621482,0.767717056,0.908147573,-0.042938665,30,6.435,0.9053,0.813,0.64958,0.906,-0.038,39,6.262,1.274,0.831,0.522,0.522,0.522
Guinea,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.264815092,0.110937618,140,3.964,0.344,0.792,0.211,0.394,0.185,118,4.534,0.38,0.829,0.375,0.332,0.207,102,4.949299812,0.775099039,0.637573481,0.676099701,0.706846774,0.076328471,102,4.984,0.7838,0.639,0.55008,0.697,0.095,109,4.891,0.848,0.566,0.275,0.275,0.275
Haiti,Latin America and Caribbean,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,145,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.489203781,0.09987215,148,3.582,0.315,0.714,0.289,0.025,0.392,147,3.597,0.323,0.688,0.449,0.026,0.419,142,3.720799923,0.741132927,0.593247831,0.73,0.537825167,0.40053457,143,3.615,0.7477,0.54,0.557,0.593,0.422,0,0,0,0,0,0,0
Honduras,Latin America and Caribbean,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,91,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.236188874,0.073345453,72,5.504,0.62,1.205,0.622,0.459,0.197,59,5.86,0.642,1.236,0.828,0.507,0.246,56,5.953199863,0.84245348,0.821870148,0.602151871,0.870603263,0.086969115,59,5.919,0.8648,0.812,0.673,0.857,0.081,55,6.022,1.111,0.885,0.555,0.555,0.555
Hong Kong,Eastern Asia,75,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,71,5.472000122,1.551674843,1.262790918,0.943062425,0.490968645,0.374465793,0.293933749,76,5.43,1.405,1.29,1.03,0.524,0.246,76,5.43,1.438,1.277,1.122,0.44,0.258,78,5.510399818,1.09346714,0.845969081,0.621558495,0.779833794,0.134979904,76,5.477,1.1,0.836,0.7682,0.717,0.067,81,5.425,1.957,0.954,0.942,0.942,0.942
Hungary,Central and Eastern Europe,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,75,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.078401662,0.036636937,69,5.62,1.171,1.401,0.732,0.259,0.061,62,5.758,1.201,1.41,0.828,0.199,0.081,53,6.000400066,1.024924374,0.921934128,0.660061493,0.718964577,-0.194323018,53,5.992,1.0358,0.943,0.68,0.755,-0.186,51,6.086,1.748,1.233,0.668,0.668,0.668
Iceland,Western Europe,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,3,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,4,7.495,1.343,1.644,0.914,0.677,0.353,4,7.494,1.38,1.624,1.026,0.591,0.354,4,7.504499912,1.077255917,0.974669576,0.599035492,0.948891878,0.246944219,4,7.554,1.0878,0.983,0.73,0.955,0.16,3,7.557,1.936,1.32,0.803,0.803,0.803
India,South Asia,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,122,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.231538489,0.092226885,133,4.19,0.721,0.747,0.485,0.539,0.172,140,4.015,0.755,0.765,0.588,0.498,0.2,144,3.573299885,0.884982395,0.592200935,0.723007889,0.881444871,0.057551607,139,3.819,0.8755,0.603,0.60633,0.893,0.089,136,3.777,1.167,0.376,0.471,0.471,0.471
Indonesia,Southeastern Asia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,74,5.399,0.82827,1.08708,0.63793,0.46611,0,0.51535,81,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,96,5.093,0.899,1.215,0.522,0.538,0.484,92,5.192,0.931,1.203,0.66,0.491,0.498,84,5.285600185,0.936975193,0.808379889,0.732002564,0.870614409,0.519586504,82,5.345,0.9365,0.811,0.62236,0.873,0.542,87,5.24,1.382,0.883,0.539,0.539,0.539
Iran,Middle East and Northern Africa,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,108,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.387242913,0.048761073,106,4.707,1.059,0.771,0.691,0.459,0.282,117,4.548,1.1,0.842,0.785,0.305,0.27,118,4.672399998,0.981371975,0.694689691,0.736016846,0.647873282,0.117891103,118,4.721,0.9584,0.71,0.663,0.608,0.218,110,4.888,1.41,0.741,0.642,0.642,0.642
Iraq,Middle East and Northern Africa,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,112,4.677,0.98549,0.81889,0.60237,0,0.13788,0.17922,117,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.199637264,0.107215755,117,4.456,1.01,0.971,0.536,0.304,0.148,126,4.437,1.043,0.98,0.574,0.241,0.148,110,4.784800053,0.966109562,0.747694969,0.495037727,0.633182645,-0.06956476,111,4.854,0.924,0.746,0.60583,0.63,-0.053,107,4.941,1.289,0.682,0.554,0.554,0.554
Ireland,Western Europe,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,18,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,15,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.427858323,0.298388153,14,6.977,1.448,1.583,0.876,0.614,0.307,16,7.021,1.499,1.553,0.999,0.516,0.298,16,7.093699932,1.116097832,0.942081571,0.670999985,0.886982977,0.145784974,15,7.085,1.1342,0.947,0.724,0.879,0.077,13,7.041,2.129,1.166,0.779,0.779,0.779
Israel,Middle East and Northern Africa,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,11,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.330082655,0.0852421,19,6.814,1.301,1.559,0.883,0.533,0.354,13,7.139,1.276,1.455,1.029,0.371,0.261,14,7.128600121,1.041752529,0.913571239,0.750009689,0.747580588,0.10259372,12,7.157,1.0575,0.939,0.73503,0.8,0.031,9,7.364,1.826,1.221,0.818,0.818,0.818
Italy,Western Europe,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,48,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,47,6,1.264,1.501,0.946,0.281,0.137,36,6.223,1.294,1.488,1.039,0.231,0.158,30,6.38740015,1.048183632,0.889878571,0.667997513,0.66465199,-0.043460999,28,6.483,1.0623,0.88,0.738,0.693,-0.084,31,6.467,1.834,1.052,0.801,0.801,0.801
Ivory Coast,Sub-Saharan Africa,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.20123747,0.130061775,107,4.671,0.541,0.872,0.08,0.467,0.146,99,4.944,0.569,0.808,0.232,0.352,0.154,85,5.233300209,0.822556114,0.658048689,0.646099625,0.727909327,-0.043991156,85,5.306,0.8551,0.644,0.50114,0.741,-0.016,88,5.235,1.094,0.442,0.322,0.322,0.322
